index,Names,Gender,Count,Probability,quote,author,tags,likes
596,Genevieve,F,115071,0.000314919,As my sufferings mounted I soon realized that there were two ways in which I could respond to my situation -- either to react with bitterness or seek to transform the suffering into a creative force. I decided to follow the latter course.,Martin Luther King Jr.,activism;healing;inspirational;justice;sacrifice,957
597,Ruben,M,114969,0.00031464,"Oh, what a tangled web we weave...when first we practice to deceive.","Walter Scott,",deception;honesty;inspirational;lies;truth,949
598,Aidan,M,114744,0.000314025,The best discoveries always happened to the people who weren't looking for them.,"Morgan Matson,",discoveries;inspirational,943
599,Brandy,F,114656,0.000313784,Fake it 'till you make it.,"Gayle Forman,",inspirational,927
600,Yolanda,F,114610,0.000313658,"Since I was young, I have always known this: Life damages us, every one. We can??t escape that damage. But now, I am also learning this: We can be mended. We mend each other",Veronica Roth,hope;inspirational;pain,1217
601,Maxine,F,114196,0.000312525,Being grateful does not mean that everything is necessarily good. It just means that you can accept it as a gift.,Roy T. Bennett,grateful;gratitude;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1114
602,Aubrey,F,114080,0.000312207,"No matter who you are, no matter what you did, no matter where you've come from, you can always change, become a better version of yourself.",Madonna,change;inspirational;self-actualization;self-improvement,1035
603,Jessie,M,113014,0.00030929,"Renew, release, let go. Yesterday??s gone. There??s nothing you can do to bring it back. You can??t ??should??ve?? done something. You can only DO something. Renew yourself. Release that attachment. Today is a new day!","Steve Maraboli,",action;attachment;change;inspirational;letting-go;life;live-now;motivational;success;today,1025
604,Roberto,M,112933,0.000309068,The power of finding beauty in the humblest things makes home happy and life lovely.,Louisa May Alcott,beauty;happiness;inspirational;love,1024
605,Carole,F,112675,0.000308362,"Let us rise up and be thankful, for if we didn't learn a lot at least we learned a little, and if we didn't learn a little, at least we didn't get sick, and if we got sick, at least we didn't die; so, let us all be thankful.",Buddha,inspirational,1004
606,Jimmie,M,112617,0.000308204,"I have come home at last! This is my real country! I belong here. This is the land I have been looking for all my life, though I never knew it till now...Come further up, come further in!","C.S. Lewis,",christianity;heaven;inspirational;narnia,1001
607,Joanna,F,112103,0.000306797,"I know that pain is the most important thing in the universes. Greater than survival, greater than love, greater even than the beauty it brings about. For without pain, there can be no pleasure. Without sadness, there can be no happiness. Without misery there can be no beauty. And without these, life is endless, hopeless, doomed and damned","Harlan Ellison,",inspirational;pain;philosophy,994
608,Neil,M,111911,0.000306271,How would your life be different if??You walked away from gossip and verbal defamation? Let today be the day??You speak only the good you know of other people and encourage others to do the same.,"Steve Maraboli,",encouragement;friends;gossip;inspirational;life;motivational;relationships,978
609,Miriam,F,111833,0.000306058,But life is a battle: may we all be enabled to fight it well!,"Charlotte Bront??,",inspirational,963
610,Natasha,F,111593,0.000305401,"You buy furniture. You tell yourself, this is the last sofa I will ever need in my life. Buy the sofa, then for a couple years you're satisfied that no matter what goes wrong, at least you've got your sofa issue handled. Then the right set of dishes. Then the perfect bed. The drapes. The rug. Then you're trapped in your lovely nest, and the things you used to own, now they own you.","Chuck Palahniuk,",fight-club;inspirational;tyler;tyler-durden,958
611,Carson,M,111469,0.000305062,yo,Nayyirah Waheed,heartbreak;inspirational;poetry,954
612,Katrina,F,111282,0.00030455,"No act of kindness, no matter how small, is ever wasted.",Aesop,compassion;inspirational;kindness,942
613,Leona,F,111269,0.000304514,"Don't think about making life better for other people who don't even deserve you, rather, focus on making your life the best, for yourself and those who love you.",C. JoyBell C.,inspirational;inspirational-quotes;inspiring;life;life-and-living;living-life;self,937
614,Glenda,F,111185,0.000304285,I do not care so much what I am to others as I care what I am to myself.,Michel de Montaigne,confidence;inspirational;pride,928
615,Lance,M,111081,0.000304,"The person in life that you will always be with the most, is yourself. Because even when you are with others, you are still with yourself, too! When you wake up in the morning, you are with yourself, laying in bed at night you are with yourself, walking down the street in the sunlight you are with yourself.What kind of person do you want to walk down the street with? What kind of person do you want to wake up in the morning with? What kind of person do you want to see at the end of the day before you fall asleep? Because that person is yourself, and it's your responsibility to be that person you want to be with. I know I want to spend my life with a person who knows how to let things go, who's not full of hate, who's able to smile and be carefree. So that's who I have to be.",C. JoyBell C.,growth;inspirational;inspirational-attitude;inspirational-life;inspirational-living;inspirational-quotes;inspiring;learning;life;life-and-living;living;self-awareness;self-belief;self-love,928
616,Mae,F,111025,0.000303847,"Forget yesterday - it has already forgotten you. Don't sweat tomorrow - you haven't even met. Instead, open your eyes and your heart to a truly precious gift - today.","Steve Maraboli,",appreciation;change;gratitude;inspirational;life;live-now;motivational;success;today,925
617,Mariah,F,110742,0.000303072,"Nothing is permanent in this wicked world, not even our troubles.",Charlie Chaplin,inspirational,923
618,Vickie,F,110660,0.000302848,The easiest thing to be in the world is you. The most difficult thing to be is what other people want you to be. Don't let them put you in that position.,Leo Buscaglia,be-yourself;inspirational;self-determination,922
619,Brandi,F,110230,0.000301671,"You are, after all, what you think. Your emotions are the slaves to your thoughts, and you are the slave to your emotions.","Elizabeth Gilbert,",inspirational;thoughtful,918
620,Whitney,F,110032,0.000301129,"Remember that everyone you meet is afraid of something, loves something and has lost something.",H. Jackson Brown,inspirational;life,915
621,Jocelyn,F,109954,0.000300916,I sustain myself with the love of family.,Maya Angelou,family;inspirational,914
622,Josiah,M,109540,0.000299783,????? ?? ?????? ??????? ???????. ??? ???? ??? ??????? ??????? ????? ??????? ???. ??? ???? ???? ????? ???? ????? ?? ????? ?? ??? ?????? ??? ????? ?? ?????. ?????? ?? ???? ???? ?? ???? ??? ???? ?? ???? ??? ??????? ?????? ??? ????? ???? ????? ?????? ????? ????? ?? ???? ???? ??????? ?? ??????,????? ????????,inspirational;life,906
623,Everett,M,109014,0.000298343,All The Woulda-Coulda-Shoulda,Shel Silverstein,inspirational,906
624,Riley,F,108774,0.000297686,Only those who attempt the absurd can achieve the impossible.,Albert Einstein,achievement;inspirational;optimism,905
625,Diego,M,108041,0.00029568,"I've come to believe that each of us has a personal calling that's as unique as a fingerprint - and that the best way to succeed is to discover what you love and then find a way to offer it to others in the form of service, working hard, and also allowing the energy of the universe to lead you. ",Oprah Winfrey,individuality;inspirational;success,903
626,Parker,M,107941,0.000295407,The dog is a gentleman; I hope to go to his heaven not man's.,Mark Twain,animals;dogs;heaven;inspirational;man;religion,898
627,Cecil,M,107605,0.000294487,"I think that the best thing we can do for our children is to allow them to do things for themselves, allow them to be strong, allow them to experience life on their own terms, allow them to take the subway... let them be better people, let them believe more in themselves.",C. JoyBell C.,childhood;children;fatherhood;growing-up;inspirational;inspirational-life;inspirational-quotes;inspiring;kids;life;life-and-living;living;motherhood;parenthood;parenting;parenting-children,891
628,Kara,F,107325,0.000293721,"Always have a willing hand to help someone, you might be the only one that does.","Roy T. Bennett,",giving;inspiration;inspirational;inspirational-quotes;inspire;inspiring;kind;kindness;kindness-quotes;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,799
629,Dan,M,106839,0.000292391,"Great leaders create more leaders, not followers.","Roy T. Bennett,",inspiration;inspirational;inspirational-quotes;inspire;inspiring;leaders;leadership;life;life-quotes;living;motivation;motivational;optimism;optimistic,780
630,Meghan,F,106791,0.000292259,"If a problem is fixable, if a situation is such that you can do something about it, then there is no need to worry. If it's not fixable, then there is no help in worrying. There is no benefit in worrying whatsoever.",The Dalai Lama,inspirational;problems;worry,1052
